1.20454,0.327805,0,0,0,0.139501,0.990222,0,3
2.38761,0.774353,0,0,0,0.16128,0.986909,0,3
3.54494,1.15552,0,0,0,0.161219,0.986919,0,3
4.70092,1.43724,0,0,0,0.00330809,0.999995,0,3
5.71077,1.41183,0,0,0,-0.00182057,0.999998,0,3
6.90621,1.37826,0,0,0,-0.00217907,0.999998,0,3
8.0727,1.35905,0,0,0,-0.00143372,0.999999,0,3
9.0866,1.36793,0,0,0,-0.000897661,1,0,3
10.1737,1.35865,0,0,0,-0.318153,0.94804,0,3
10.1869,1.05366,0,0,0,-0.66508,0.746772,0,3
10.3383,-0.143886,0,0,0,-0.661628,0.749832,0,3
10.4959,-1.3921,0,0,0,-0.657491,0.753462,0,3
10.4636,-2.59069,0,0,0,-0.761713,0.647914,0,3
10.3035,-3.78255,0,0,0,-0.650237,0.759731,0,3
10.4866,-4.9769,0,0,0,-0.649936,0.759989,0,3
10.6876,-6.10395,0,0,0,-0.646349,0.763042,0,3
10.8723,-7.31748,0,0,0,-0.647547,0.762025,0,3
11.0665,-8.52971,0,0,0,-0.647503,0.762063,0,3
11.1114,-8.87933,0,0,0,-0.0579804,0.998318,0,3
12.3213,-8.77459,0,0,0,0.0211716,0.999776,0,3
13.5094,-8.73997,0,0,0,0.00625058,0.99998,0,3
14.5294,-8.73512,0,0,0,0.00151896,0.999999,0,3
15.5623,-8.73817,0,0,0,-0.00353408,0.999994,0,3
16.6241,-8.73949,0,0,0,-0.00140383,0.999999,0,3
17.6454,-8.74826,0,0,0,-0.00175284,0.999998,0,3
18.6643,-8.74228,0,0,0,-0.0012372,0.999999,0,3
19.6775,-8.73873,0,0,0,-0.00181528,0.999998,0,3
20.6787,-8.74146,0,0,0,-0.00109498,0.999999,0,3
21.7355,-8.75329,0,0,0,-0.00334487,0.999994,0,3
22.7456,-8.74734,0,0,0,-0.000575627,1,0,3
23.9311,-8.74295,0,0,0,5.15669e-05,1,0,3
25.1235,-8.74378,0,0,0,-0.00019997,1,0,3
26.1332,-8.73889,0,0,0,0.000144756,1,0,3
27.3227,-8.74561,0,0,0,-0.000602294,1,0,3
28.3804,-8.65074,0,0,0,0.158305,0.98739,0,3
29.4967,-8.28423,0,0,0,0.159605,0.987181,0,3
30.6602,-7.89537,0,0,0,0.157429,0.98753,0,3
31.8253,-7.77051,0,0,0,0.000252766,1,0,3
33.0116,-7.77124,0,0,0,0.000364998,1,0,3
34.0206,-7.7661,0,0,0,0.000846204,1,0,3
35.0247,-7.76378,0,0,0,0.00245856,0.999997,0,3
